id,predicted
567478,2227 6862 8002
567479,1081 3492 3783
567480,6424 7624 7290
567481,5094 7978 3433
567482,5659 7692 3827
567483,5999 7120 6593
567484,5918 7101 2911
567485,2286 6043 6388
567486,5767 6084 4179
567487,3732 2417 4406
567488,7888 7181 3115
567489,1726 394 1402
567490,3121 5094 3357
567491,4117 364 2830
567492,5388 1570 3352
567493,6591 4881 6503
567494,4504 3561 803
567495,5286 3925 1731
567496,3344 3839 1390
567497,2849 2520 3482
567498,6916 7290 2606
567499,189 596 6037
567500,7525 3488 1106
567501,7314 5185 3468
567502,309 6316 7514
567503,2432 4194 1852
567504,2371 2074 2964
567505,5219 3755 560
567506,4052 755 3856
567507,3 3707 7252
567508,6982 7350 6392
567509,3306 5136 5937
567510,629 1975 7811
567511,7409 5404 3001
567512,1628 5898 2959
567513,313 3897 1442
567514,549 2094 5026
567515,6555 4601 2154
567516,6155 2735 808
567517,4795 3891 2291
567518,6635 8053 6351
567519,7181 7880 1888
567520,5031 3234 3160
567521,3118 7330 2579
567522,7822 523 818
567523,3993 4098 1620
567524,2186 6727 3092
567525,1463 167 5814
567526,3475 4979 589
567527,5241 3905 3375
567528,201 7250 3074
567529,7693 2601 1844
567530,6199 4394 4061
567531,6867 6712 485
567532,3628 1659 6476
567533,1749 5080 7924
567534,321 6722 2054
567535,3084 1595 2905
567536,2367 962 7570
567537,4894 388 2454
567538,4380 7290 1500
567539,1861 977 7784
567540,5569 110 1905
567541,6075 4878 7529
567542,2957 6581 3802
567543,290 6145 7367
567544,7834 3599 5505
567545,1235 62 4459
567546,2672 559 2836
567547,5157 3247 7749
567548,7076 621 7542
567549,6683 4697 8095
567550,7037 4478 7877
567551,6268 5789 4033
567552,529 7078 1551
567553,7464 3041 2586
567554,4267 7364 4364
567555,3979 6315 6363
567556,445 2913 4347
567557,4225 8048 3359
567558,3949 5612 7813
567559,4323 7191 8141
567560,7810 5156 7702
567561,4869 4075 4782
567562,7232 4064 531
567563,2833 7682 2191
567564,7065 863 6211
567565,2697 3825 6177
567566,4862 3519 7748
567567,612 2931 2838
567568,4988 5415 5316
567569,1813 3252 8065
567570,170 4088 5554
567571,5929 3787 5654
567572,2697 4572 1506
567573,3944 7536 6769
567574,2278 7026 3183
567575,6406 6843 3450
567576,2458 4752 6573
567577,5539 7231 1595
567578,3113 6689 5325
567579,7060 5350 4275
567580,5864 792 6991
567581,6700 200 6120
567582,3520 4131 5385
567583,5932 7283 6442
567584,8013 239 6218
567585,6708 1292 3014
567586,6106 129 6117
567587,1371 236 111
567588,2959 6204 441
567589,1502 4595 6417
567590,4146 1954 7421
567591,107 2838 2025
567592,6491 3083 6028
567593,483 5528 5222
567594,2943 2579 6794
567595,4582 2778 7411
567596,4612 1654 7643
567597,1656 1642 2333
567598,3135 6513 6132
567599,2859 8098 5020
567600,6319 4346 4237
567601,7736 1393 4463
567602,1154 2846 7060
567603,6389 1589 6482
567604,895 6733 8033
567605,5910 5829 623
567606,1913 5910 5955
567607,1643 273 5952
567608,468 240 2151
567609,7454 1765 2313
567610,558 5990 4496
567611,7965 2332 7905
567612,554 6253 7335
567613,116 7533 5634
567614,2367 3949 1608
567615,8018 7332 7447
567616,3903 3052 4780
567617,2200 5383 1139
567618,6075 7990 3226
567619,4341 7254 4955
567620,22 3697 2265
567621,5052 7615 8100
567622,6517 662 7027
567623,5542 6065 2373
567624,5214 6787 6831
567625,4910 986 6161
567626,267 7416 4126
567627,7417 3892 1270
567628,6210 7775 1252
567629,3951 4015 379
567630,5714 8034 27
567631,6249 3261 2531
567632,6026 6714 7070
567633,4970 3462 921
567634,5080 6409 6502
567635,5053 4555 6682
567636,2158 148 7402
567637,3789 7037 7717
567638,2036 3259 3271
567639,6683 284 1743
567640,4713 7022 2790
567641,7583 2232 1607
567642,5247 3208 1286
567643,5354 6713 1468
567644,2531 694 2038
567645,6798 705 7563
567646,6733 3534 6577
567647,4731 5521 3512
567648,4018 414 78
567649,1010 2377 5230
567650,2442 5385 1517
567651,4911 5598 6248
567652,73 2653 6129
567653,5268 2839 4789
567654,5615 1038 3413
567655,7057 7292 7586
567656,5470 7648 4421
567657,4119 5274 5419
567658,6010 2737 954
567659,531 2674 1240
567660,3236 4809 7051
567661,5659 4315 5165
567662,136 7816 2089
567663,5640 6129 3934
567664,854 1940 7111
567665,5349 7547 7425
567666,6271 5728 2986
567667,7186 6975 6151
567668,2192 7861 5779
567669,2213 7092 5078
567670,6334 5176 4286
567671,7677 1290 4219
567672,1199 6697 7127
567673,6331 7438 5770
567674,2301 6969 4994
567675,5418 3637 8097
567676,1038 1068 7597
567677,7077 12 2776
567678,6195 4047 108
567679,1073 5429 6736
567680,2277 4195 2887
567681,320 7428 3115
567682,4918 2550 3888
567683,1383 4685 6277
567684,2464 1692 7187
567685,3200 5319 4493
567686,5445 5751 3579
567687,3543 959 1131
567688,3923 4822 8034
567689,4134 6374 5553
567690,1050 7558 771
567691,3025 5275 8065
567692,5107 2292 8018
567693,6484 5866 4069
567694,7501 3230 3595
567695,2587 7266 4164
567696,3753 6844 5453
567697,8136 7977 4936
567698,7117 5572 6402
567699,5083 4462 6432
567700,1830 1548 5641
567701,2650 7436 3719
567702,1870 1246 2432
567703,400 805 4616
567704,2773 4655 93
567705,3426 5855 5475
567706,1935 7046 8003
567707,2584 623 7965
567708,6154 7387 6482
567709,638 1796 7446
567710,4994 204 7607
567711,6044 5664 386
567712,6797 1724 7920
567713,2376 4038 5329
567714,7548 4687 4046
567715,807 5487 161
567716,519 6078 4841
567717,5021 1792 514
567718,1015 7331 5792
567719,3379 1398 7016
567720,1884 1971 2981
567721,2850 4175 7009
567722,567 8051 311
567723,7540 5559 6648
567724,2682 1098 7707
567725,2082 7002 2054
567726,3731 7209 6618
567727,3241 386 5253
567728,7966 4916 1465
567729,1934 719 6846
567730,3683 6930 6980
567731,6368 3216 3481
567732,3648 7688 4407
567733,7756 631 7602
567734,4116 7844 4141
567735,3250 4099 7335
567736,1829 5454 6760
567737,3515 6792 324
567738,7989 5016 6376
567739,3982 913 4992
567740,1473 6769 6954
567741,5952 95 7137
567742,6105 2390 1143
567743,2568 5833 4110
567744,7100 445 7872
567745,6241 1139 5809
567746,7802 5883 933
567747,1601 7349 7966
567748,1543 5671 393
567749,7322 5359 6543
567750,6575 5206 3190
567751,2944 2963 1655
567752,6647 2049 1640
567753,3669 1054 2233
567754,1706 2065 1679
567755,833 6349 7998
567756,647 2061 7238
567757,3319 4233 7946
567758,3081 4637 2639
567759,734 4646 3715
567760,1643 3558 203
567761,1481 7599 1188
567762,7579 4866 1792
567763,6308 216 1678
567764,6293 5573 4241
567765,7542 6669 4785
567766,5316 3273 6650
567767,2468 3667 1917
567768,634 868 1975
567769,4848 326 3918
567770,5837 3944 1793
567771,6468 2442 7642
567772,7347 7676 3476
567773,7867 3773 3336
567774,3779 6835 7567
567775,306 4029 380
567776,5784 2207 1302
567777,6826 6747 4740
567778,1039 1106 7574
567779,8130 877 1247
567780,4492 6764 7156
567781,18 7675 4094
567782,2548 5002 5750
567783,3615 3436 7832
567784,5741 1561 1681
567785,4741 5535 708
567786,1339 6219 4521
567787,1974 1015 4840
567788,6882 6093 2980
567789,3470 3339 2486
567790,6471 1771 855
567791,5800 6137 1524
567792,7714 697 4715
567793,2544 6339 5861
567794,5071 2983 6020
567795,4667 2237 3484
567796,1038 2918 4119
567797,2117 4618 3244
567798,1903 744 2918
567799,5253 2767 5188
567800,6099 5386 3920
567801,6054 7080 4268
567802,4018 4734 7940
567803,5986 6797 3939
567804,5588 5660 1568
567805,482 1775 2619
567806,587 7992 6742
567807,7312 5080 4268
567808,3959 2788 1123
567809,967 3827 2415
567810,449 7896 2719
567811,7544 5223 4829
567812,3340 3887 3466
567813,317 7456 4146
567814,3984 5341 4247
567815,1906 2208 5042
567816,7018 3213 8111
567817,1072 606 8052
567818,6875 6950 5254
567819,952 4197 4428
567820,7862 571 698
567821,2000 1334 5482
567822,5216 2849 3630
567823,6703 6277 2244
567824,5224 5077 1104
567825,6027 7638 6631
567826,7818 6281 2234
567827,1612 2462 1698
567828,7235 1867 4801
567829,5278 5879 4524
567830,4743 6122 2626
567831,6207 123 1246
567832,3260 8031 1284
567833,5172 6500 3928
567834,796 409 4965
567835,1289 7556 1884
567836,2901 1038 3889
567837,1179 2107 2522
567838,604 7303 473
567839,161 191 3029
567840,5807 5571 1816
567841,2613 437 595
567842,545 4489 3635
567843,7730 3020 3751
567844,3024 5976 357
567845,4188 4932 3605
567846,6284 5017 5391
567847,2234 2045 7346
567848,1038 4213 4279
567849,865 2121 2362
567850,5579 6879 4499
567851,7859 4207 7109
567852,6452 6957 1770
567853,5478 5793 5315
567854,5254 4589 999
567855,4990 1779 7261
567856,7605 6502 7537
567857,3775 5142 7823
567858,1119 6754 3004
567859,5000 987 1827
567860,1004 3329 6614
567861,1128 4089 2783
567862,5714 2222 3855
567863,4800 710 383
567864,5316 2851 2265
567865,5063 5056 3446
567866,6880 1011 7841
567867,7435 1851 2738
567868,6823 953 7094
567869,1731 6610 2907
567870,5113 4052 453
567871,7441 1957 4753
567872,6539 1743 5546
567873,5840 3240 6979
567874,6551 5692 3127
567875,2938 2771 3423
567876,2676 7131 7425
567877,1371 113 5783
567878,1910 6729 716
567879,4229 2668 1313
567880,2711 7381 2332
567881,7694 2653 440
567882,233 965 5627
567883,940 2839 801
567884,2957 4860 7578
567885,6466 2274 2529
567886,5216 174 580
567887,6582 7415 1747
567888,3166 5199 2989
567889,1562 4860 7403
567890,7990 6221 4860
567891,2715 787 4621
567892,2572 5624 4746
567893,7402 7121 2025
567894,843 688 7476
567895,3556 3824 6857
567896,4935 2305 6982
567897,7947 540 3923
567898,5979 1331 7525
567899,5192 4348 6202
567900,8085 1732 4743
567901,327 6479 6601
567902,6268 668 2054
567903,6310 7877 7062
567904,7578 4952 5474
567905,7173 7376 1135
567906,48 5742 5586
567907,1634 966 3562
567908,6194 5444 3977
567909,7292 4466 3479
567910,5445 711 1884
567911,1476 2011 2904
567912,3355 482 6398
567913,7343 3224 793
567914,3310 7118 6823
567915,2131 3603 5149
567916,430 436 1788
567917,7261 2791 7712
567918,5153 4513 8042
567919,1661 872 3789
567920,1082 1614 5850
567921,2902 1203 5638
567922,3944 6610 6116
567923,7177 5273 8124
567924,7333 385 165
567925,1461 915 7770
567926,5607 6008 6294
567927,1248 5948 7738
567928,2693 1039 5719
567929,3792 3201 5702
567930,5582 4142 2065
567931,133 7935 4331
567932,5564 6511 6418
567933,5523 3157 7122
567934,7831 669 4206
567935,5475 5542 5759
567936,7679 603 4863
567937,102 3230 2942
567938,4382 5599 3659
567939,2542 2231 5601
567940,3250 3175 5085
567941,3945 5919 7259
567942,7142 1811 1774
567943,7908 8085 1665
567944,1486 2687 6115
567945,6653 1968 4085
567946,1990 7886 3008
567947,1269 6187 6719
567948,1017 3809 3963
567949,73 5547 7829
567950,4918 3421 7477
567951,2346 5774 4954
567952,439 1282 3249
567953,7604 7423 5315
567954,3504 3014 4184
567955,5055 5291 4485
567956,5240 4340 2050
567957,7204 4307 6384
567958,1084 5941 181
567959,4576 2397 1799
567960,7935 984 444
567961,2318 1842 7906
567962,4267 994 3650
567963,97 78 1518
567964,6742 828 1064
567965,4598 3171 4728
567966,7881 7938 2806
567967,7241 200 1495
567968,1476 3865 5229
567969,2404 1856 3298
567970,6692 5947 7127
567971,3756 3400 1805
567972,6936 2746 1128
567973,737 3573 1615
567974,4546 2642 2693
567975,7736 2145 5092
567976,7619 3344 1339
567977,5432 1347 6409
567978,6723 1356 6537
567979,1683 1162 6387
567980,6940 941 3794
567981,4087 5074 2466
567982,3871 7736 2469
567983,7925 6408 5844
567984,7709 5267 2218
567985,7491 3617 1613
567986,2969 5859 7198
567987,2713 1546 1340
567988,1039 2346 3969
567989,7473 7061 2866
567990,922 830 3145
567991,3132 1141 3158
567992,7048 6806 6331
567993,4147 5178 5926
567994,6776 6722 5078
567995,1787 6990 5860
567996,2227 70 1176
567997,2344 2503 4593
567998,4201 4914 1184
567999,4947 1807 24
568000,4395 1489 228
568001,2854 1444 4218
568002,695 6018 1859
568003,6725 1383 483
568004,1102 3942 6001
568005,3097 2826 7271
568006,7837 4617 1840
568007,3940 2615 2481
568008,7684 6921 4878
568009,6189 953 2329
568010,199 7344 3145
568011,6906 2036 1216
568012,5581 5560 28
568013,2784 2265 7758
568014,4097 1317 5716
568015,5510 4980 5794
568016,7929 6570 3773
568017,5896 7628 2927
568018,1925 5224 2231
568019,4974 215 5229
568020,6919 6390 4259
568021,1524 315 7609
568022,6451 837 6544
568023,3482 4614 1720
568024,4037 6067 5096
568025,1977 6762 1678
568026,920 3096 3494
568027,6319 150 7546
568028,3279 888 4645
568029,6078 1862 7587
568030,701 1039 3644
568031,2636 6642 5341
568032,756 7275 1731
568033,6604 6415 1862
568034,2240 5853 2141
568035,2701 7929 1431
568036,6357 7022 3668
568037,1998 3448 590
568038,3827 3631 2112
568039,4198 6159 6990
568040,7473 498 2008
568041,5518 2457 6621
568042,331 4692 1351
568043,7429 1742 3907
568044,7939 425 3937
568045,5577 6427 5799
568046,3063 3271 7200
568047,6434 5857 713
568048,7196 2141 2344
568049,7616 5564 7350
568050,4451 5731 7467
568051,2290 4264 7319
568052,7907 189 702
568053,2186 7513 701
568054,357 3015 3865
568055,5743 1332 2024
568056,7092 4548 7704
568057,5633 28 7570
568058,3406 912 2712
568059,2535 752 300
568060,7167 6463 4520
568061,647 2974 5235
568062,2364 870 783
568063,2049 3817 3578
568064,7771 4031 6076
568065,1257 7319 1254
568066,4907 2194 7753
568067,7457 2348 750
568068,989 4409 2359
568069,2706 270 6779
568070,3306 5877 2140
568071,5826 2652 7243
568072,7854 2466 4107
568073,2041 466 5932
568074,6867 5044 6683
568075,1147 3107 682
568076,6503 7556 731
568077,652 3637 7071
568078,2994 2263 1973
568079,184 1741 2540
568080,4771 209 6932
568081,7484 146 1091
568082,416 734 684
568083,655 5982 420
568084,2630 2799 7644
568085,5134 2684 3300
568086,7257 663 3472
568087,7718 3698 5531
568088,6639 7528 1508
568089,6604 4825 7019
568090,1461 2635 4715
568091,5486 7730 7458
568092,6150 4150 2518
568093,2351 4580 5043
568094,3181 6604 7245
568095,357 1853 4904
568096,1190 1737 2624
568097,2257 3787 2922
568098,796 6510 4024
568099,381 2040 4700
568100,1206 6338 636
568101,2753 3074 1394
568102,7404 6690 5207
568103,1810 2661 1842
568104,4890 7109 6703
568105,7096 2561 7573
568106,6039 4796 739
568107,3707 501 4154
568108,8044 1809 975
568109,6164 1150 4668
568110,3250 7015 1072
568111,6747 4049 4527
568112,4253 1006 3600
568113,7128 2214 965
568114,2507 5449 462
568115,5945 7039 7575
568116,1856 7181 4450
568117,3720 6950 7831
568118,268 5481 7149
568119,7200 3120 2985
568120,3339 6887 3996
568121,6777 4963 2012
568122,6430 1368 1928
568123,1649 2134 4529
568124,3315 4318 5104
568125,6478 5865 4553
568126,7072 3514 3813
568127,934 748 4874
568128,2459 7898 5169
568129,4445 7072 3419
568130,2058 6771 2039
568131,5712 7765 1110
568132,1045 3357 6601
568133,4510 5069 3085
568134,1516 287 534
568135,1288 3918 2448
568136,3910 3288 6518
568137,7615 6707 2729
568138,5416 4363 6800
568139,4693 7712 3996
568140,1867 7414 6994
568141,1816 3302 4471
568142,201 2525 4307
568143,559 4045 8123
568144,6967 5765 1139
568145,8003 5304 7627
568146,8122 3293 6855
568147,7347 5058 2431
568148,8131 2626 1717
568149,5114 5362 2144
568150,7173 5528 1253
568151,8135 5640 6152
568152,7232 7567 3360
568153,2674 7568 7542
568154,4355 1227 2601
568155,1447 2339 5689
568156,8055 947 5064
568157,5600 3697 1144
568158,7115 2351 6122
568159,706 909 151
568160,5770 7487 5364
568161,3708 220 4299
568162,6332 1864 677
568163,4780 299 4325
568164,4608 8112 66
568165,5872 6777 5096
568166,3484 5621 382
568167,3854 1675 5632
568168,6807 3986 1181
568169,2360 6588 7099
568170,4165 5329 2352
568171,6881 6327 4763
568172,2807 2938 7226
568173,1710 4721 440
568174,2895 6375 1676
568175,5772 2027 1235
568176,1825 1966 6754
568177,6783 5125 3604
568178,2694 5051 4055
568179,1486 5880 6466
568180,2024 1606 5324
568181,6461 4302 7506
568182,4825 7815 7887
568183,1696 7856 4194
568184,4804 194 3381
568185,5917 5762 4373
568186,1817 4742 562
568187,7990 6953 1769
568188,2069 897 4434
568189,5409 6690 5000
568190,6255 4075 1128
568191,3396 7498 4103
568192,2058 406 3076
568193,2697 4149 296
568194,217 2063 4382
568195,4190 1109 717
568196,5122 6853 5548
568197,6804 5678 3589
568198,2742 5233 2787
568199,2680 7048 4824
568200,5278 7652 2954
568201,4321 732 259
568202,7330 1150 4143
568203,1691 4626 6434
568204,1109 7875 5296
568205,390 7936 3723
568206,1070 3886 527
568207,6544 3989 4825
568208,5337 1598 5862
568209,3147 200 894
568210,1777 1770 2244
568211,2715 4628 4455
568212,5285 5495 6597
568213,945 348 386
568214,5788 4022 862
568215,5458 7057 1892
568216,1188 546 1911
568217,7128 3234 1697
568218,2005 1574 303
568219,7841 7824 3664
568220,78 1124 5177
568221,3602 3940 614
568222,2553 1420 5790
568223,5246 954 18
568224,7573 3979 2446
568225,6595 944 7196
568226,3746 6612 6828
568227,3036 134 7580
568228,1954 2042 1397
568229,4677 5642 1246
568230,6191 6546 2210
568231,6738 3702 6792
568232,772 4691 2817
568233,7694 6048 2620
568234,6499 6733 2403
568235,5630 535 6417
568236,7667 3874 4064
568237,7876 4827 1680
568238,6565 1578 5956
568239,7962 2461 4382
568240,5588 2865 967
568241,5938 178 2302
568242,7157 3633 6678
568243,7396 534 6358
568244,3808 1752 1264
568245,7477 4031 4462
568246,3444 2400 5637
568247,4349 1145 802
568248,4919 2610 495
568249,6471 7304 12
568250,419 6403 6041
568251,3541 5682 2314
568252,5239 3768 4129
568253,3542 8038 3631
568254,3515 1943 681
568255,2626 793 7475
568256,7883 3356 3598
568257,1745 2834 2814
568258,3155 6004 6022
568259,2570 6772 441
568260,4630 3242 596
568261,3508 7809 5060
568262,7493 4653 7611
568263,4346 4733 808
568264,2854 1263 3640
568265,5703 4494 3761
568266,7243 5948 236
568267,1122 366 898
568268,3399 5880 4285
568269,7720 3477 4715
568270,4658 2564 4666
568271,2387 7549 5308
568272,84 3262 3389
568273,1191 6542 1943
568274,745 5566 5557
568275,3704 5754 2981
568276,6776 2041 2582
568277,3988 7622 1998
568278,4164 874 6755
568279,3349 1406 2359
568280,6599 4715 6568
568281,7664 795 1838
568282,5024 3337 1117
568283,1908 2379 2172
568284,1479 7387 2563
568285,2125 5884 6736
568286,2759 3821 5852
568287,3570 1016 837
568288,5900 3579 5407
568289,4224 2224 598
568290,2361 6548 4389
568291,6325 7634 727
568292,5746 7454 4271
568293,2576 2658 443
568294,0 4253 8006
568295,5945 3307 7356
568296,7478 1475 13
568297,2540 3720 1290
568298,1132 7478 1720
568299,7610 4841 2079
568300,7418 3811 4067
568301,4163 4740 31
568302,8054 6140 610
568303,2155 3989 7286
568304,867 5407 7601
568305,5243 1402 5949
568306,6853 857 2212
568307,7032 799 2872
568308,6576 4435 371
568309,2022 6794 390
568310,3298 4136 6049
568311,400 7703 436
568312,6033 132 2370
568313,485 3232 1277
568314,6026 1064 3655
568315,250 1490 1764
568316,4874 698 6905
568317,6058 2408 4676
568318,1377 7840 1593
568319,4223 1886 1947
568320,4567 2000 2049
568321,6418 7310 3228
568322,1912 7155 5321
568323,367 6388 5357
568324,301 4271 4480
568325,3091 3898 3424
568326,6730 3150 4003
568327,2842 4369 6815
568328,6484 4218 4660
568329,6626 2800 6989
568330,1079 5503 379
568331,4963 7280 2383
568332,3951 3843 1202
568333,1298 6181 582
568334,7688 7281 1012
568335,6983 6383 4836
568336,204 5716 3272
568337,7324 7528 1335
568338,5567 5503 2385
568339,3350 7239 6432
568340,5861 573 7264
568341,664 288 6880
568342,62 5983 6915
568343,1618 478 286
568344,4938 362 4324
568345,3942 53 2040
568346,6536 6081 7557
568347,1845 4093 447
568348,6733 2123 5760
568349,1849 1183 3882
568350,971 5566 6800
568351,1790 1478 3928
568352,5081 6934 4073
568353,3745 4220 430
568354,3114 4072 5469
568355,6651 6859 665
568356,7181 282 6711
568357,6986 2328 3330
568358,402 992 5450
568359,4482 3140 7188
568360,7580 3347 2265
568361,5908 7274 5657
568362,2930 666 2420
568363,5020 679 1811
568364,5828 5090 5795
568365,1057 343 3373
568366,152 2507 5759
568367,2773 7351 2509
568368,3537 4113 4797
568369,2110 268 7776
568370,7154 3572 1809
568371,1653 3646 2721
568372,2357 4540 7282
568373,7789 3312 2126
568374,2112 1050 6385
568375,6580 6861 1863
568376,1124 2780 1881
568377,6228 6639 1880
568378,1248 739 5992
568379,6962 6598 1404
568380,2548 8078 2473
568381,7064 4648 5761
568382,806 4522 8035
568383,2568 5315 7249
568384,1324 4549 5266
568385,6097 3772 5752
568386,3843 5956 4024
568387,2924 5295 3764
568388,126 3198 4888
568389,2570 7083 4726
568390,327 3259 2780
568391,4040 7788 7976
568392,5146 712 902
568393,2588 509 4871
568394,2057 6115 7506
568395,3081 1058 2962
568396,1249 527 6771
568397,1355 54 3246
568398,843 714 7996
568399,5244 3847 6346
568400,4005 2152 2965
568401,1739 644 5179
568402,5644 357 7623
568403,1273 2134 4161
568404,4535 7422 5175
568405,1570 4429 7080
568406,3689 7037 4656
568407,4328 4676 2923
568408,5634 6431 7441
568409,4783 2806 2281
568410,236 432 1090
568411,224 5191 1780
568412,7030 1301 6667
568413,4841 7604 3298
568414,1722 3120 7163
568415,5140 5613 1218
568416,337 2243 2391
568417,7737 5631 2332
568418,5441 936 5233
568419,5871 6699 1500
568420,3584 6308 6535
568421,4504 5242 920
568422,1752 5534 7191
568423,8057 6636 198
568424,1606 5741 3401
568425,430 2788 4670
568426,5439 2025 482
568427,2710 4360 5774
568428,7230 358 5390
568429,1760 2043 2622
568430,3365 4257 6061
568431,144 5616 4875
568432,5311 706 42
568433,5266 1999 4890
568434,5727 2944 5447
568435,475 4415 3085
568436,4713 204 1606
568437,6863 4720 1284
568438,3031 7035 3835
568439,24 5476 7938
568440,3702 309 1224
568441,4929 4700 8032
568442,7523 2243 609
568443,5242 5921 4498
568444,423 7684 880
568445,6796 7904 608
568446,6749 2209 1218
568447,4079 7304 5761
568448,4844 468 3405
568449,7297 359 8081
568450,7349 5458 170
568451,8056 4757 2137
568452,1618 2431 5512
568453,7630 5698 3382
568454,3220 188 4551
568455,6342 6516 46
568456,1272 7927 3878
568457,3103 4203 182
568458,4225 4115 424
568459,1855 1175 3241
568460,761 6816 4587
568461,1677 7137 3065
568462,7824 3756 3009
568463,2419 760 1095
568464,2100 1716 309
568465,6881 5719 225
568466,3208 3323 6150
568467,5399 5273 7301
568468,3424 2233 7945
568469,7543 738 3826
568470,5508 5622 370
568471,808 3300 618
568472,1311 4335 3879
568473,798 7455 4833
568474,3692 5932 2527
568475,8005 472 177
568476,3134 4216 3435
568477,1468 2348 2490
568478,2330 5971 291
568479,2677 6134 6214
568480,1749 5401 4281
568481,1173 2609 7852
568482,576 3534 4026
568483,2862 7576 4042
568484,3596 7388 1849
568485,5845 2379 5052
568486,6028 7475 4327
568487,4853 1986 353
568488,2852 7464 5927
568489,1472 4353 7178
568490,6367 1790 1982
568491,5062 3144 4083
568492,5018 7929 7848
568493,753 2703 3080
568494,7452 3813 758
568495,2773 7876 4261
568496,6347 5622 4746
568497,115 3735 7196
568498,1051 2793 2026
568499,7371 4424 6313
568500,2832 3622 6227
568501,2975 2507 7291
568502,4735 4194 6567
568503,5688 5446 3367
568504,5056 6623 1536
568505,7734 5490 689
568506,7432 2542 3677
568507,3501 944 2821
568508,5436 743 2183
568509,5350 464 6206
568510,5102 6107 1136
568511,7455 6237 2492
568512,782 6788 3349
568513,8141 6571 2977
568514,1650 6252 4698
568515,4421 7155 5128
568516,5803 3027 5970
568517,2520 5041 7150
568518,1063 622 5104
568519,1699 5560 7243
568520,7097 4111 3081
568521,2988 688 170
568522,2405 279 2189
568523,7485 3736 1511
568524,5166 5235 3595
568525,7672 7380 6532
568526,7899 2692 3109
568527,4359 2908 5698
568528,3043 2193 7563
568529,2105 2510 7391
568530,994 7659 4968
568531,7358 3730 6785
568532,1265 1095 23
568533,5467 535 5963
568534,855 5145 3763
568535,2173 6564 3366
568536,437 4468 923
568537,2013 827 3881
568538,6347 1024 7420
568539,7501 7767 7300
568540,2619 223 1040
568541,1171 4443 6821
568542,3770 8041 547
568543,3329 2560 5261
568544,6757 7174 1183
568545,3179 6739 3013
568546,7314 5296 7421
568547,5197 3833 5535
568548,7899 3117 7645
568549,7682 5395 2849
568550,4043 7229 3493
568551,3713 447 5604
568552,4296 5287 1095
568553,7841 5801 1525
568554,423 3395 1582
568555,7761 6727 75
568556,7774 4819 1696
568557,1615 2001 3501
568558,4996 58 4373
568559,7748 7546 6489
568560,6768 2220 258
568561,4019 126 6259
568562,4540 2610 958
568563,1951 569 3667
568564,3058 6393 4092
568565,1881 421 5246
568566,7370 741 4721
568567,3602 2433 3906
568568,2594 7714 3292
568569,3297 1359 1767
568570,2994 6288 3598
568571,4366 3605 2458
568572,5400 654 5769
568573,1312 6240 7329
568574,2831 4456 1016
568575,3387 2152 8082
568576,639 1418 5795
568577,6079 1769 979
568578,5841 6774 3348
568579,1565 5500 4189
568580,2674 6489 7273
568581,2287 7493 4785
568582,6705 2811 5
568583,710 5828 3622
568584,2562 2930 4298
568585,3568 7492 3604
568586,5972 3548 1958
568587,2818 6732 3151
568588,5153 5580 7220
568589,357 5326 3971
568590,3588 2325 905
568591,7034 5052 756
568592,7006 6948 6943
568593,6713 1701 5715
568594,7368 4314 6115
568595,7271 1092 5058
568596,6374 1103 772
568597,287 2475 5949
568598,587 2988 4770
568599,7943 1729 3719
568600,6217 2815 6787
568601,2575 3221 5679
568602,4347 2836 2366
568603,3130 1672 7610
568604,2456 7034 828
568605,1120 5345 7107
568606,5761 337 7516
568607,5994 2508 3620
568608,6929 3328 7372
568609,3563 4736 5996
568610,4850 4754 1341
568611,2005 4558 1400
568612,5208 5105 1703
568613,6647 7683 434
568614,6422 2906 3103
568615,7416 7960 5352
568616,5689 7193 3950
568617,5784 1995 3713
568618,6097 1438 2908
568619,3216 4255 8026
568620,511 6424 1260
568621,1790 3838 456
568622,3661 1214 2570
568623,4486 7688 1289
568624,1182 1085 2580
568625,7559 8112 4005
568626,2506 2348 5209
568627,1067 3184 1578
568628,2031 996 4028
568629,7225 3497 186
568630,3070 1066 6589
568631,2143 3986 3814
568632,2921 1060 776
568633,3953 2070 16
568634,269 7474 432
568635,6843 4253 6758
568636,7198 7629 1307
568637,5762 4701 213
568638,5315 3733 3758
568639,2989 7055 2904
568640,3106 917 2437
568641,4584 7499 1702
568642,260 3496 3125
568643,6206 2567 3007
568644,2986 2352 7451
568645,21 8111 2742
568646,1886 4292 5739
568647,7189 7554 7484
568648,8140 2670 7315
568649,4795 5360 3090
568650,4899 3208 6972
568651,7362 5856 7432
568652,3599 7403 3498
568653,3548 1289 2695
568654,7788 6817 3460
568655,7886 1398 4329
568656,7192 6123 305
568657,3794 3117 3576
568658,3584 240 7249
568659,5611 5573 4832
568660,3647 6486 453
568661,6613 3321 6869
568662,5357 7173 3445
568663,1755 5378 7444
568664,1965 6230 4144
568665,2378 652 4006
568666,205 45 1607
568667,3898 1670 1239
568668,6349 7629 5414
568669,1586 4681 6094
568670,5431 3355 3637
568671,5818 6710 308
568672,556 2868 7259
568673,2549 7761 331
568674,6704 720 2552
568675,275 1521 125
568676,5290 6243 5134
568677,357 6647 3233
568678,3635 6833 1645
568679,7598 7842 4521
568680,2865 5225 4507
568681,5301 7313 6058
568682,6213 4960 2881
